freq,unit,age,geo,flags,TIME_PERIOD,values
A,NR,Y15-19,EE,,2016,372
A,NR,Y15-19,EE,,2017,306
A,NR,Y15-19,EE,,2018,291
A,NR,Y15-19,EE,,2019,259
A,NR,Y15-19,EE,,2020,232
A,NR,Y15-19,EE,,2021,246
A,NR,Y15-19,EE,,2022,240
A,NR,Y15-19,EL,,1991,505
A,NR,Y15-19,EL,,1992,540
A,NR,Y15-19,EL,,1993,507
A,NR,Y15-19,EL,,1994,473
A,NR,Y15-19,EL,,1995,527
A,NR,Y15-19,EL,,1996,468
A,NR,Y15-19,EL,,1999,480
A,NR,Y15-19,EL,,2000,657
A,NR,Y15-19,EL,,2001,681
A,NR,Y15-19,EL,,2002,648
A,NR,Y15-19,EL,,2003,569
A,NR,Y15-19,ES,,1990,4920
A,NR,Y15-19,ES,,1991,5372
A,NR,Y15-19,ES,,1992,6131
A,NR,Y15-19,ES,,1993,6203
A,NR,Y15-19,ES,,1994,6695
A,NR,Y15-19,ES,,1995,6695
A,NR,Y15-19,ES,,1996,7211
A,NR,Y15-19,ES,,1997,7074
A,NR,Y15-19,ES,,1998,7657
A,NR,Y15-19,ES,,1999,8510
A,NR,Y15-19,ES,,2000,9047
A,NR,Y15-19,ES,,2001,9704
A,NR,Y15-19,ES,,2002,10385
A,NR,Y15-19,ES,,2003,10656
A,NR,Y15-19,ES,,2004,11677
A,NR,Y15-19,ES,,2005,12460
A,NR,Y15-19,ES,,2006,13398
A,NR,Y15-19,ES,,2007,14807
A,NR,Y15-19,ES,,2008,14464
A,NR,Y15-19,ES,,2009,13511
A,NR,Y15-19,ES,,2010,13696
A,NR,Y15-19,ES,,2011,14131
A,NR,Y15-19,ES,,2012,13198
A,NR,Y15-19,ES,,2013,12268
A,NR,Y15-19,ES,,2015,9641
A,NR,Y15-19,ES,,2017,9410
A,NR,Y15-19,ES,,2018,9518
A,NR,Y15-19,ES,,2019,10038
A,NR,Y15-19,ES,,2020,8407
A,NR,Y15-19,ES,,2021,9076
A,NR,Y15-19,ES,,2022,10129
A,NR,Y15-19,ES,,2023,10619
A,NR,Y15-19,FI,,1982,3271
A,NR,Y15-19,FI,,1983,3078
A,NR,Y15-19,FI,,1984,2963
A,NR,Y15-19,FI,,1985,2818
A,NR,Y15-19,FI,,1986,2505
A,NR,Y15-19,FI,,1987,2428
A,NR,Y15-19,FI,,1988,2991
A,NR,Y15-19,FI,,1989,2170
A,NR,Y15-19,FI,,1990,1989
A,NR,Y15-19,FI,,1991,1740
A,NR,Y15-19,FI,,1993,1513
A,NR,Y15-19,FI,,1995,1489
A,NR,Y15-19,FI,,1996,1514
A,NR,Y15-19,FI,,1997,1633
A,NR,Y15-19,FI,,1998,1786
A,NR,Y15-19,FI,,1999,2192
A,NR,Y15-19,FI,,2000,2319
A,NR,Y15-19,FI,,2001,2406
A,NR,Y15-19,FI,,2002,2486
A,NR,Y15-19,FI,,2003,2342
A,NR,Y15-19,FI,,2004,2388
A,NR,Y15-19,FI,,2005,2268
A,NR,Y15-19,FI,,2006,2163
A,NR,Y15-19,FI,,2007,2108
A,NR,Y15-19,FI,,2008,2032
A,NR,Y15-19,FI,,2009,2059
A,NR,Y15-19,FI,,2010,1942
A,NR,Y15-19,FI,,2011,1951
A,NR,Y15-19,FI,,2012,1701
A,NR,Y15-19,FI,,2013,1598
A,NR,Y15-19,FI,,2014,1379
A,NR,Y15-19,FI,,2015,1228
A,NR,Y15-19,FI,,2016,1126
A,NR,Y15-19,FI,,2017,1065
A,NR,Y15-19,FI,,2018,903
A,NR,Y15-19,FI,,2019,914
A,NR,Y15-19,FI,,2020,898
A,NR,Y15-19,FI,,2021,822
A,NR,Y15-19,FI,,2022,822
A,NR,Y15-19,FI,,2023,867
A,NR,Y15-19,FR,,1990,24330
A,NR,Y15-19,FR,,1991,25283
A,NR,Y15-19,FR,,1992,23988
A,NR,Y15-19,FR,,1993,23580
A,NR,Y15-19,FR,,1994,23394
A,NR,Y15-19,FR,,1995,23280
A,NR,Y15-19,FR,,1996,25638
A,NR,Y15-19,FR,,1997,26223
A,NR,Y15-19,FR,,1998,27468
A,NR,Y15-19,FR,,1999,28745
A,NR,Y15-19,FR,,2001,28717
A,NR,Y15-19,FR,,2002,28756
A,NR,Y15-19,FR,,2003,28786
A,NR,Y15-19,FR,,2004,31274
A,NR,Y15-19,FR,,2005,32231
A,NR,Y15-19,FR,,2007,33080
A,NR,Y15-19,FR,,2014,26707
A,NR,Y15-19,FR,,2015,24608
A,NR,Y15-19,FR,,2016,22505
A,NR,Y15-19,FR,,2017,21293
A,NR,Y15-19,FR,,2018,21031
A,NR,Y15-19,FR,,2019,21151
A,NR,Y15-19,FR,b,2020,18138
A,NR,Y15-19,FR,,2021,17338
A,NR,Y15-19,FR,p,2022,19171
A,NR,Y15-19,FX,,1990,22987
A,NR,Y15-19,FX,,1991,23781
A,NR,Y15-19,FX,,1992,22500
A,NR,Y15-19,FX,,1993,22022
A,NR,Y15-19,FX,,1994,21611
A,NR,Y15-19,FX,,1995,21434
A,NR,Y15-19,FX,,1996,23726
A,NR,Y15-19,FX,,1997,24247
A,NR,Y15-19,FX,,1998,25478
A,NR,Y15-19,FX,,1999,26564
A,NR,Y15-19,FX,,2001,26640
A,NR,Y15-19,FX,,2002,26400
A,NR,Y15-19,FX,,2003,26604
A,NR,Y15-19,FX,,2004,28925
A,NR,Y15-19,FX,,2005,29796
A,NR,Y15-19,FX,,2007,30499
A,NR,Y15-19,GE,,2006,1380
A,NR,Y15-19,GE,,2007,1037
A,NR,Y15-19,GE,,2008,1359
A,NR,Y15-19,GE,,2009,1689
A,NR,Y15-19,GE,,2010,1770
A,NR,Y15-19,GE,,2011,1681
A,NR,Y15-19,GE,,2013,1849
A,NR,Y15-19,GE,,2015,1335
A,NR,Y15-19,GE,,2016,932
A,NR,Y15-19,GE,,2017,596
A,NR,Y15-19,GE,,2018,510
A,NR,Y15-19,GE,,2020,372
A,NR,Y15-19,GE,,2021,444
A,NR,Y15-19,GE,,2022,434
A,NR,Y15-19,GE,,2023,341
A,NR,Y15-19,HR,,1997,592
A,NR,Y15-19,HR,,1998,534
A,NR,Y15-19,HR,,1999,450
A,NR,Y15-19,HR,,2000,422
A,NR,Y15-19,HR,,2001,447
A,NR,Y15-19,HR,,2002,475
A,NR,Y15-19,HR,,2003,493
A,NR,Y15-19,HR,,2004,392
A,NR,Y15-19,HR,,2005,350
A,NR,Y15-19,HR,,2006,411
A,NR,Y15-19,HR,,2007,412
A,NR,Y15-19,HR,,2008,353
A,NR,Y15-19,HR,,2009,372
A,NR,Y15-19,HR,,2010,317
A,NR,Y15-19,HR,,2011,342
A,NR,Y15-19,HR,,2012,291
A,NR,Y15-19,HR,,2013,220
A,NR,Y15-19,HR,,2014,217
A,NR,Y15-19,HR,,2015,224
A,NR,Y15-19,HR,,2016,180
A,NR,Y15-19,HR,,2017,155
A,NR,Y15-19,HR,,2018,160
A,NR,Y15-19,HR,,2019,163
A,NR,Y15-19,HR,,2020,149
A,NR,Y15-19,HR,,2021,137
A,NR,Y15-19,HR,,2022,184
A,NR,Y15-19,HR,,2023,203
A,NR,Y15-19,HU,,1995,12759
A,NR,Y15-19,HU,,1996,11405
A,NR,Y15-19,HU,,1997,10571
A,NR,Y15-19,HU,,1998,9362
A,NR,Y15-19,HU,,1999,8375
A,NR,Y15-19,HU,,2000,7163
A,NR,Y15-19,HU,,2001,6387
A,NR,Y15-19,HU,,2002,6337
A,NR,Y15-19,HU,,2003,6139
A,NR,Y15-19,HU,,2004,5978
A,NR,Y15-19,HU,,2005,5588
A,NR,Y15-19,HU,,2006,5325
A,NR,Y15-19,HU,,2007,5109
A,NR,Y15-19,HU,,2008,5179
A,NR,Y15-19,HU,,2009,5173
A,NR,Y15-19,HU,,2010,4849
A,NR,Y15-19,HU,,2011,4539
A,NR,Y15-19,HU,,2012,4353
A,NR,Y15-19,HU,,2013,4423
A,NR,Y15-19,HU,,2014,4245
A,NR,Y15-19,HU,,2015,4072
A,NR,Y15-19,HU,,2016,3899
A,NR,Y15-19,HU,,2017,3701
A,NR,Y15-19,HU,,2018,3472
A,NR,Y15-19,HU,,2019,3342
A,NR,Y15-19,HU,,2020,2969
A,NR,Y15-19,HU,,2021,2647
A,NR,Y15-19,HU,,2022,2647
A,NR,Y15-19,HU,,2023,2570
A,NR,Y15-19,IS,,1980,116
A,NR,Y15-19,IS,,1987,156
A,NR,Y15-19,IS,,1988,143
A,NR,Y15-19,IS,,1989,129
A,NR,Y15-19,IS,,1990,163
A,NR,Y15-19,IS,,1991,132
A,NR,Y15-19,IS,,1992,146
A,NR,Y15-19,IS,,1995,158
A,NR,Y15-19,IS,,1996,207
A,NR,Y15-19,IS,,1998,252
A,NR,Y15-19,IS,,1999,218
A,NR,Y15-19,IS,,2000,257
A,NR,Y15-19,IS,,2003,185
A,NR,Y15-19,IS,,2004,201
A,NR,Y15-19,IS,,2006,163
A,NR,Y15-19,IS,,2008,175
A,NR,Y15-19,IS,,2009,139
A,NR,Y15-19,IS,,2011,174
A,NR,Y15-19,IS,,2017,134
A,NR,Y15-19,IS,,2018,120
A,NR,Y15-19,IT,,1980,16576
A,NR,Y15-19,IT,,1981,17702
A,NR,Y15-19,IT,,1982,19296
A,NR,Y15-19,IT,,1983,19053
A,NR,Y15-19,IT,,1984,18318
A,NR,Y15-19,IT,,1985,15954
A,NR,Y15-19,IT,,1986,14504
A,NR,Y15-19,IT,,1987,13917
A,NR,Y15-19,IT,,1988,12857
A,NR,Y15-19,IT,,1989,12527
A,NR,Y15-19,IT,,1990,12005
A,NR,Y15-19,IT,,1991,11447
A,NR,Y15-19,IT,,1992,11638
A,NR,Y15-19,IT,,1993,11890
A,NR,Y15-19,IT,,1994,10932
A,NR,Y15-19,IT,,1995,10918
A,NR,Y15-19,IT,,1996,11208
A,NR,Y15-19,IT,,1997,11011
A,NR,Y15-19,IT,,1998,10941
A,NR,Y15-19,IT,,1999,11160
A,NR,Y15-19,IT,,2000,11160
A,NR,Y15-19,IT,,2001,10470
A,NR,Y15-19,IT,,2002,10359
A,NR,Y15-19,IT,,2003,9725
A,NR,Y15-19,IT,,2004,10896
A,NR,Y15-19,IT,,2005,10268
A,NR,Y15-19,IT,,2006,10464
A,NR,Y15-19,IT,,2007,10659
A,NR,Y15-19,IT,,2008,10020
A,NR,Y15-19,IT,,2009,9603
A,NR,Y15-19,IT,,2010,9299
A,NR,Y15-19,IT,,2011,8950
A,NR,Y15-19,IT,,2012,8355
A,NR,Y15-19,IT,,2013,7965
A,NR,Y15-19,IT,,2014,7255
A,NR,Y15-19,IT,,2016,6275
A,NR,Y15-19,IT,,2017,5884
A,NR,Y15-19,IT,p,2018,5493
A,NR,Y15-19,IT,,2020,4098
A,NR,Y15-19,IT,,2021,4198
A,NR,Y15-19,IT,,2022,4597
A,NR,Y15-19,LT,,1995,1666
A,NR,Y15-19,LT,,1996,1779
A,NR,Y15-19,LT,,1997,1529
A,NR,Y15-19,LT,,1998,1468
A,NR,Y15-19,LT,,1999,1254
A,NR,Y15-19,LT,,2000,1160
A,NR,Y15-19,LT,,2001,1009
A,NR,Y15-19,LT,,2002,860
A,NR,Y15-19,LT,,2003,872
A,NR,Y15-19,LT,,2004,905
A,NR,Y15-19,LT,,2005,820
A,NR,Y15-19,LT,,2006,890
A,NR,Y15-19,LT,,2007,863
A,NR,Y15-19,LT,,2008,791
A,NR,Y15-19,LT,,2009,628
A,NR,Y15-19,LT,,2010,487
A,NR,Y15-19,LT,,2011,489
A,NR,Y15-19,LT,,2012,457
A,NR,Y15-19,LT,,2013,401
A,NR,Y15-19,LT,,2014,362
A,NR,Y15-19,LT,,2015,314
A,NR,Y15-19,LT,,2016,249
A,NR,Y15-19,LT,,2017,226
A,NR,Y15-19,LT,,2018,180
A,NR,Y15-19,LT,,2019,200
A,NR,Y15-19,LT,,2020,120
A,NR,Y15-19,LT,,2021,99
A,NR,Y15-19,LT,,2022,118
A,NR,Y15-19,LT,,2023,91
A,NR,Y15-19,LV,,1996,2538
A,NR,Y15-19,LV,,1997,2489
A,NR,Y15-19,LV,,1999,1766
A,NR,Y15-19,LV,,2000,1595
A,NR,Y15-19,LV,,2001,1476
A,NR,Y15-19,LV,,2002,1518
A,NR,Y15-19,LV,,2003,1527
A,NR,Y15-19,LV,,2004,1496
A,NR,Y15-19,LV,,2005,1427
A,NR,Y15-19,LV,,2006,1318
A,NR,Y15-19,LV,,2007,1387
A,NR,Y15-19,LV,,2008,1151
A,NR,Y15-19,LV,,2009,794
A,NR,Y15-19,LV,,2010,670
A,NR,Y15-19,LV,,2011,511
A,NR,Y15-19,LV,,2012,467
A,NR,Y15-19,LV,,2013,370
A,NR,Y15-19,LV,,2014,291
A,NR,Y15-19,LV,,2015,242
A,NR,Y15-19,LV,,2016,268
A,NR,Y15-19,LV,,2017,183
A,NR,Y15-19,LV,,2018,192
A,NR,Y15-19,LV,,2019,39
A,NR,Y15-19,LV,,2020,144
A,NR,Y15-19,MD,,2007,1409
A,NR,Y15-19,MD,,2008,1327
A,NR,Y15-19,MD,,2010,1350
A,NR,Y15-19,MD,,2012,1383
A,NR,Y15-19,ME,,2016,25
A,NR,Y15-19,ME,,2017,25
A,NR,Y15-19,NO,,1991,2816
A,NR,Y15-19,NO,,1992,2692
A,NR,Y15-19,NO,,1999,2414
A,NR,Y15-19,NO,,2000,2537
A,NR,Y15-19,NO,,2001,2402
A,NR,Y15-19,NO,,2002,2187
A,NR,Y15-19,NO,,2003,2153
A,NR,Y15-19,NO,,2004,2116
A,NR,Y15-19,NO,,2005,2166
A,NR,Y15-19,NO,,2006,2307
A,NR,Y15-19,PL,,2003,5
A,NR,Y15-19,PL,,2004,4
A,NR,Y15-19,PL,,2005,9
A,NR,Y15-19,PL,,2006,24
A,NR,Y15-19,PL,,2007,12
A,NR,Y15-19,PL,,2008,42
A,NR,Y15-19,PL,,2010,18
A,NR,Y15-19,PL,,2012,23
A,NR,Y15-19,PL,,2013,16
A,NR,Y15-19,PL,,2016,72
A,NR,Y15-19,PL,,2017,18
A,NR,Y15-19,PL,,2019,36
A,NR,Y15-19,PT,,2008,2118
A,NR,Y15-19,PT,,2009,2291
A,NR,Y15-19,PT,,2010,2292
A,NR,Y15-19,PT,,2011,2274
A,NR,Y15-19,PT,,2012,2043
A,NR,Y15-19,PT,,2014,1770
A,NR,Y15-19,PT,,2015,1731
A,NR,Y15-19,PT,p,2016,1595
A,NR,Y15-19,PT,,2017,1438
A,NR,Y15-19,PT,,2018,1318
A,NR,Y15-19,PT,,2019,1361
A,NR,Y15-19,PT,,2020,1122
A,NR,Y15-19,PT,,2022,1324
A,NR,Y15-19,RO,,1995,39575
A,NR,Y15-19,RO,,1996,35814
A,NR,Y15-19,RO,,1997,26095
A,NR,Y15-19,RO,,1998,20886
A,NR,Y15-19,RO,,1999,20386
A,NR,Y15-19,RO,,2000,19549
A,NR,Y15-19,RO,,2001,15176
A,NR,Y15-19,RO,,2002,19058
A,NR,Y15-19,RO,,2003,19489
A,NR,Y15-19,RO,,2004,18996
A,NR,Y15-19,RO,,2005,17902
A,NR,Y15-19,RO,,2006,16656
A,NR,Y15-19,RO,,2008,13833
A,NR,Y15-19,RO,,2009,11982
A,NR,Y15-19,RO,,2010,9731
A,NR,Y15-19,RO,,2011,9589
A,NR,Y15-19,RO,,2012,7547
A,NR,Y15-19,RO,,2013,7611
A,NR,Y15-19,RO,,2014,7287
A,NR,Y15-19,RO,,2015,6431
A,NR,Y15-19,RO,,2016,5955
A,NR,Y15-19,RO,,2017,5267
A,NR,Y15-19,RO,,2018,4883
A,NR,Y15-19,RO,,2019,4294
A,NR,Y15-19,RO,,2020,2747
A,NR,Y15-19,RO,,2021,2533
A,NR,Y15-19,RO,,2022,2517
A,NR,Y15-19,RO,,2023,2645
A,NR,Y15-19,RS,,2007,967
A,NR,Y15-19,RS,,2008,975
A,NR,Y15-19,RS,,2017,390
A,NR,Y15-19,RS,,2018,345
A,NR,Y15-19,RS,,2019,356
A,NR,Y15-19,RS,,2020,254
A,NR,Y15-19,RS,,2021,278
A,NR,Y15-19,RS,,2022,313
A,NR,Y15-19,RU,,2006,142912
A,NR,Y15-19,RU,,2007,124480
A,NR,Y15-19,RU,,2008,124556
A,NR,Y15-19,RU,,2009,99634
A,NR,Y15-19,RU,,2013,47732
A,NR,Y15-19,RU,,2014,38617
A,NR,Y15-19,SE,,1961,281
A,NR,Y15-19,SE,,1962,303
A,NR,Y15-19,SE,,1963,403
A,NR,Y15-19,SE,,1964,635
A,NR,Y15-19,SE,,1965,938
A,NR,Y15-19,SE,,1966,1027
A,NR,Y15-19,SE,,1967,1380
A,NR,Y15-19,SE,,1968,2421
A,NR,Y15-19,SE,,1969,2902
A,NR,Y15-19,SE,,1970,3425
A,NR,Y15-19,SE,,1971,4285
A,NR,Y15-19,SE,,1972,5418
A,NR,Y15-19,SE,,1973,5863
A,NR,Y15-19,SE,,1974,7184
A,NR,Y15-19,SE,,1975,7471
A,NR,Y15-19,SE,,1976,7085
A,NR,Y15-19,SE,,1977,6494
A,NR,Y15-19,SE,,1978,5969
A,NR,Y15-19,SE,,1979,5850
A,NR,Y15-19,SE,,1980,5927
A,NR,Y15-19,SE,,1981,5793
A,NR,Y15-19,SE,,1982,5595
A,NR,Y15-19,SE,,1983,5168
A,NR,Y15-19,SE,,1984,5053
A,NR,Y15-19,SE,,1985,4993
A,NR,Y15-19,SE,,1986,5332
A,NR,Y15-19,SE,,1987,5775
A,NR,Y15-19,SE,,1988,6448
A,NR,Y15-19,SE,,1989,6650
A,NR,Y15-19,SE,,1990,6587
A,NR,Y15-19,SE,,1991,5994
A,NR,Y15-19,SE,,1992,5198
A,NR,Y15-19,SE,,1993,4677
A,NR,Y15-19,SE,,1994,4350
A,NR,Y15-19,SE,,1995,4067
A,NR,Y15-19,SE,,1996,4225
A,NR,Y15-19,SE,,1997,4240
A,NR,Y15-19,SE,,1998,4390
A,NR,Y15-19,SE,,1999,4090
A,NR,Y15-19,SE,,2000,5001
A,NR,Y15-19,SE,,2001,5408
A,NR,Y15-19,SE,,2002,6240
A,NR,Y15-19,SE,,2003,6320
A,NR,Y15-19,SE,,2004,6400
A,NR,Y15-19,SE,,2005,6686
A,NR,Y15-19,SE,,2006,7296
A,NR,Y15-19,SE,,2008,7338
A,NR,Y15-19,SE,,2009,6832
A,NR,Y15-19,SE,,2010,6199
A,NR,Y15-19,SI,,1995,780
A,NR,Y15-19,SI,,1996,780
A,NR,Y15-19,SI,,1997,719
A,NR,Y15-19,SI,,1998,858
A,NR,Y15-19,SI,,1999,865
A,NR,Y15-19,SI,,2000,818
A,NR,Y15-19,SI,,2001,688
A,NR,Y15-19,SI,,2002,584
A,NR,Y15-19,SI,,2003,544
A,NR,Y15-19,SI,,2004,500
A,NR,Y15-19,SI,,2005,460
A,NR,Y15-19,SI,,2006,430
A,NR,Y15-19,SI,,2007,412
A,NR,Y15-19,SI,,2008,413
A,NR,Y15-19,SI,,2009,342
A,NR,Y15-19,SI,,2010,336
A,NR,Y15-19,SI,,2012,277
A,NR,Y15-19,SI,,2013,267
A,NR,Y15-19,SI,,2015,208
A,NR,Y15-19,SI,,2016,219
A,NR,Y15-19,SI,,2017,176
A,NR,Y15-19,SI,,2018,209
A,NR,Y15-19,SI,,2019,189
A,NR,Y15-19,SI,,2020,169
A,NR,Y15-19,SI,,2022,162
A,NR,Y15-19,SK,,1996,2238
A,NR,Y15-19,SK,,1999,1705
A,NR,Y15-19,SK,,2000,1835
A,NR,Y15-19,SK,,2001,1707
A,NR,Y15-19,SK,,2002,1611
A,NR,Y15-19,SK,,2003,1490
A,NR,Y15-19,SK,,2004,1374
A,NR,Y15-19,SK,,2005,1255
A,NR,Y15-19,SK,,2006,1181
A,NR,Y15-19,SK,,2007,1134
A,NR,Y15-19,SK,,2008,1173
A,NR,Y15-19,SK,,2009,1106
A,NR,Y15-19,SK,,2010,1013
A,NR,Y15-19,SK,,2011,950
A,NR,Y15-19,SK,,2012,771
A,NR,Y15-19,SK,,2013,743
A,NR,Y15-19,SK,,2014,697
A,NR,Y15-19,SK,,2015,681
A,NR,Y15-19,SK,,2016,630
A,NR,Y15-19,SK,,2017,571
A,NR,Y15-19,SK,,2018,576
A,NR,Y15-19,SK,,2019,482
A,NR,Y15-19,SK,,2020,411
A,NR,Y15-19,SK,,2021,386
A,NR,Y15-19,SK,,2022,383
A,NR,Y15-19,SK,,2023,386
A,NR,Y15-19,UA,,2007,19693
A,NR,Y15-19,UA,,2010,12919
A,NR,Y15-19,UA,,2012,9770
A,NR,Y15-19,UA,,2014,6229
A,NR,Y15-19,UA,,2017,4221
A,NR,Y15-19,UA,,2018,3591
A,NR,Y15-19,UA,,2020,2571
A,NR,Y15-19,UA,,2021,2401
A,NR,Y15-19,UA,,2023,1747
A,NR,Y15-19,UK,,1992,32220
A,NR,Y15-19,UK,,1995,31233
A,NR,Y15-19,UK,,1996,35557
A,NR,Y15-19,UK,,1997,36633
A,NR,Y15-19,UK,,1998,40371
A,NR,Y15-19,UK,,1999,38161
A,NR,Y15-19,UK,,2000,39881
A,NR,Y15-19,UK,,2001,40288
A,NR,Y15-19,UK,,2002,38490
A,NR,Y15-19,UK,,2003,40075
A,NR,Y15-19,UK,,2004,42382
A,NR,Y15-19,UK,,2005,41245
A,NR,Y15-19,UK,,2006,43617
A,NR,Y15-19,UK,,2007,46258
A,NR,Y15-19,UK,,2008,44994
A,NR,Y15-19,UK,,2009,42157
A,NR,Y15-19,UK,,2010,40230
A,NR,Y15-19,UK,,2011,36540
A,NR,Y15-19,UK,,2012,32967
A,NR,Y15-19,UK,p,2015,27555
A,NR,Y15-19,UK,,2016,25761
A,NR,Y20-24,AL,,2017,145
A,NR,Y20-24,AL,,2018,147
A,NR,Y20-24,AL,,2019,117
A,NR,Y20-24,AL,,2020,124
A,NR,Y20-24,AL,,2022,72
A,NR,Y20-24,AL,,2023,65
A,NR,Y20-24,AM,,2008,9459
A,NR,Y20-24,AM,,2009,10397
A,NR,Y20-24,AZ,,2006,4765
A,NR,Y20-24,AZ,,2007,4944
A,NR,Y20-24,AZ,,2010,6058
A,NR,Y20-24,AZ,,2012,7282
A,NR,Y20-24,AZ,,2013,5710
A,NR,Y20-24,AZ,,2014,5738
A,NR,Y20-24,AZ,,2015,5983
A,NR,Y20-24,AZ,,2016,7773
A,NR,Y20-24,AZ,,2017,7773
A,NR,Y20-24,AZ,,2018,7545
A,NR,Y20-24,BE,,1998,2854
A,NR,Y20-24,BE,,1999,3118
A,NR,Y20-24,BE,,2000,3421
A,NR,Y20-24,BE,,2001,3761
A,NR,Y20-24,BE,,2002,3692
A,NR,Y20-24,BE,,2003,4032
A,NR,Y20-24,BE,,2004,4002
A,NR,Y20-24,BE,,2005,4139
A,NR,Y20-24,BE,,2007,4423
A,NR,Y20-24,BE,,2008,4561
A,NR,Y20-24,BE,,2009,4808
A,NR,Y20-24,BE,,2010,4812
A,NR,Y20-24,BE,,2011,5027
A,NR,Y20-24,BG,,1995,28247
A,NR,Y20-24,BG,,1996,27569
A,NR,Y20-24,BG,,1999,20995
A,NR,Y20-24,BG,,2000,16418
A,NR,Y20-24,BG,,2001,14052
A,NR,Y20-24,BG,,2002,13205
A,NR,Y20-24,BG,,2003,12278
A,NR,Y20-24,BG,,2004,11759
A,NR,Y20-24,BG,,2005,10660
A,NR,Y20-24,BG,,2006,8775
A,NR,Y20-24,BG,,2007,9026
A,NR,Y20-24,BG,,2008,8263
A,NR,Y20-24,BG,,2009,7169
A,NR,Y20-24,BG,,2010,6506
A,NR,Y20-24,BG,,2011,6635
A,NR,Y20-24,BG,,2012,6135
A,NR,Y20-24,BG,,2013,5977
A,NR,Y20-24,BG,,2014,5551
A,NR,Y20-24,BG,,2015,5523
A,NR,Y20-24,BG,,2016,4821
A,NR,Y20-24,BG,,2017,4589
A,NR,Y20-24,BG,,2018,4069
A,NR,Y20-24,BG,,2019,3556
A,NR,Y20-24,BG,,2020,3311
A,NR,Y20-24,BG,,2021,3299
A,NR,Y20-24,BY,,2006,14905
A,NR,Y20-24,BY,,2007,11699
A,NR,Y20-24,BY,,2008,10181
A,NR,Y20-24,BY,,2009,8377
A,NR,Y20-24,BY,,2011,7010
A,NR,Y20-24,BY,,2012,5970
A,NR,Y20-24,BY,,2013,6024
A,NR,Y20-24,BY,,2014,5687
A,NR,Y20-24,BY,,2015,5165
A,NR,Y20-24,BY,,2016,4444
A,NR,Y20-24,BY,,2017,3651
A,NR,Y20-24,BY,,2018,3182
A,NR,Y20-24,CH,,2007,2131
A,NR,Y20-24,CH,,2008,2256
A,NR,Y20-24,CH,,2009,2316
A,NR,Y20-24,CH,,2010,2474
A,NR,Y20-24,CH,,2011,2387
A,NR,Y20-24,CH,,2012,2357
A,NR,Y20-24,CH,,2013,2212
A,NR,Y20-24,CH,,2014,2172
A,NR,Y20-24,CH,,2015,2089
A,NR,Y20-24,CH,,2016,2011
A,NR,Y20-24,CH,,2017,1891
A,NR,Y20-24,CH,,2018,1871
A,NR,Y20-24,CH,,2019,1724
A,NR,Y20-24,CH,,2020,1933
A,NR,Y20-24,CZ,,1995,11887
A,NR,Y20-24,CZ,,1996,11859
A,NR,Y20-24,CZ,,1997,11135
A,NR,Y20-24,CZ,,1998,10242
A,NR,Y20-24,CZ,,1999,9103
A,NR,Y20-24,CZ,,2000,7592
A,NR,Y20-24,CZ,,2001,6806
A,NR,Y20-24,CZ,,2002,6420
A,NR,Y20-24,CZ,,2003,5712
A,NR,Y20-24,CZ,,2004,5241
A,NR,Y20-24,CZ,,2005,4891
A,NR,Y20-24,CZ,,2006,4637
A,NR,Y20-24,CZ,,2007,4691
A,NR,Y20-24,CZ,,2008,4790
A,NR,Y20-24,CZ,,2009,4413
A,NR,Y20-24,CZ,,2010,4287
A,NR,Y20-24,CZ,,2011,4388
A,NR,Y20-24,CZ,,2012,4213
A,NR,Y20-24,CZ,,2013,4111
A,NR,Y20-24,CZ,,2014,3852
A,NR,Y20-24,CZ,,2015,3599
A,NR,Y20-24,CZ,,2016,3375
A,NR,Y20-24,CZ,,2017,3298
A,NR,Y20-24,CZ,,2018,3013
A,NR,Y20-24,CZ,,2019,2832
A,NR,Y20-24,CZ,,2020,2565
A,NR,Y20-24,CZ,,2022,2654
A,NR,Y20-24,DE,,1992,29648
A,NR,Y20-24,DE,,1993,21442
A,NR,Y20-24,DE,,1994,19379
A,NR,Y20-24,DE,,1995,17828
A,NR,Y20-24,DE,,1996,24835
A,NR,Y20-24,DE,,1997,24876
A,NR,Y20-24,DE,,1999,26176
A,NR,Y20-24,DE,,2000,28584
A,NR,Y20-24,DE,,2001,30120
A,NR,Y20-24,DE,,2002,29923
A,NR,Y20-24,DE,,2003,29915
A,NR,Y20-24,DE,,2004,31147
A,NR,Y20-24,DE,,2005,29212
A,NR,Y20-24,DE,,2006,27876
A,NR,Y20-24,DE,,2007,27727
A,NR,Y20-24,DE,,2008,27790
A,NR,Y20-24,DE,,2009,26827
A,NR,Y20-24,DE,,2010,27131
A,NR,Y20-24,DE,,2011,27054
A,NR,Y20-24,DE,,2012,25625
A,NR,Y20-24,DE,,2014,21761
A,NR,Y20-24,DE,,2015,20646
A,NR,Y20-24,DE,,2016,19797
A,NR,Y20-24,DE,,2017,19942
A,NR,Y20-24,DE,,2018,19832
A,NR,Y20-24,DE,,2020,19113
A,NR,Y20-24,DE,,2022,19591
A,NR,Y20-24,DE,,2023,20123
A,NR,Y20-24,DE_TOT,,1999,26176
A,NR,Y20-24,DE_TOT,,2000,28584
A,NR,Y20-24,DE_TOT,,2001,30120
A,NR,Y20-24,DE_TOT,,2002,29923
A,NR,Y20-24,DE_TOT,,2003,29915
