freq,unit,age,geo,flags,TIME_PERIOD,values
A,NR,TOTAL,AL,,1975,11422
A,NR,TOTAL,AL,,1980,15912
A,NR,TOTAL,AL,,1981,15693
A,NR,TOTAL,AL,,1982,16289
A,NR,TOTAL,AL,,1983,17756
A,NR,TOTAL,AL,,1984,18908
A,NR,TOTAL,AL,,1985,20489
A,NR,TOTAL,AL,,1986,20838
A,NR,TOTAL,AL,,1987,20815
A,NR,TOTAL,AL,,1988,24053
A,NR,TOTAL,AL,,1989,23352
A,NR,TOTAL,AL,,1990,26112
A,NR,TOTAL,AL,,1991,30408
A,NR,TOTAL,AL,,1992,27745
A,NR,TOTAL,AL,,1993,33441
A,NR,TOTAL,AL,,1994,31292
A,NR,TOTAL,AL,,1995,32588
A,NR,TOTAL,AL,,1996,27734
A,NR,TOTAL,AL,,2005,9403
A,NR,TOTAL,AL,,2014,5572
A,NR,TOTAL,AL,,2015,5619
A,NR,TOTAL,AL,,2017,1000
A,NR,TOTAL,AL,,2018,1147
A,NR,TOTAL,AL,,2019,837
A,NR,TOTAL,AL,,2020,873
A,NR,TOTAL,AL,,2022,676
A,NR,TOTAL,AL,,2023,702
A,NR,TOTAL,AM,,2006,11132
A,NR,TOTAL,AM,,2007,11501
A,NR,TOTAL,AM,,2008,12469
A,NR,TOTAL,AM,,2009,13797
A,NR,TOTAL,AM,,2014,11892
A,NR,TOTAL,AM,,2015,11104
A,NR,TOTAL,AM,,2016,10448
A,NR,TOTAL,AM,,2017,10006
A,NR,TOTAL,AM,,2018,10404
A,NR,TOTAL,AM,,2020,10718
A,NR,TOTAL,AM,,2022,9873
A,NR,TOTAL,AM,,2023,8921
A,NR,TOTAL,AT,,1960,18926
A,NR,TOTAL,AT,,1965,18685
A,NR,TOTAL,AT,,1970,15613
A,NR,TOTAL,AT,,1975,26433
A,NR,TOTAL,AT,,1980,23394
A,NR,TOTAL,AT,,1984,19242
A,NR,TOTAL,AT,,1985,17907
A,NR,TOTAL,AT,,1986,16846
A,NR,TOTAL,AT,,1987,15547
A,NR,TOTAL,AT,,1988,15082
A,NR,TOTAL,AZ,,2006,20864
A,NR,TOTAL,AZ,,2007,22323
A,NR,TOTAL,AZ,,2009,24554
A,NR,TOTAL,AZ,,2010,26799
A,NR,TOTAL,AZ,,2012,31037
A,NR,TOTAL,AZ,,2013,27892
A,NR,TOTAL,AZ,,2014,27220
A,NR,TOTAL,AZ,,2015,27452
A,NR,TOTAL,AZ,,2016,34569
A,NR,TOTAL,AZ,,2017,34569
A,NR,TOTAL,AZ,,2018,36141
A,NR,TOTAL,AZ,,2020,34712
A,NR,TOTAL,AZ,,2021,46871
A,NR,TOTAL,BE,,1992,10332
A,NR,TOTAL,BE,,1993,10721
A,NR,TOTAL,BE,,1994,11224
A,NR,TOTAL,BE,,1998,11999
A,NR,TOTAL,BE,,1999,12734
A,NR,TOTAL,BE,,2000,13762
A,NR,TOTAL,BE,,2001,14775
A,NR,TOTAL,BE,,2002,14791
A,NR,TOTAL,BE,,2003,15595
A,NR,TOTAL,BE,,2004,16024
A,NR,TOTAL,BE,,2005,16696
A,NR,TOTAL,BE,,2007,18033
A,NR,TOTAL,BE,,2008,18304
A,NR,TOTAL,BE,,2009,18870
A,NR,TOTAL,BE,,2010,19095
A,NR,TOTAL,BE,,2011,19578
A,NR,TOTAL,BG,,1960,143155
A,NR,TOTAL,BG,,1961,169060
A,NR,TOTAL,BG,,1962,95842
A,NR,TOTAL,BG,,1963,101309
A,NR,TOTAL,BG,,1964,112310
A,NR,TOTAL,BG,,1965,116079
A,NR,TOTAL,BG,,1966,121060
A,NR,TOTAL,BG,,1967,129972
A,NR,TOTAL,BG,,1968,113755
A,NR,TOTAL,BG,,1969,129852
A,NR,TOTAL,BG,,1970,142511
A,NR,TOTAL,BG,,1971,153687
A,NR,TOTAL,BG,,1972,154715
A,NR,TOTAL,BG,,1973,137439
A,NR,TOTAL,BG,,1974,144509
A,NR,TOTAL,BG,,1975,143450
A,NR,TOTAL,BG,,1976,142267
A,NR,TOTAL,BG,,1977,141917
A,NR,TOTAL,BG,,1978,147974
A,NR,TOTAL,BG,,1979,148084
A,NR,TOTAL,BG,,1980,156056
A,NR,TOTAL,BG,,1981,152531
A,NR,TOTAL,BG,,1982,147976
A,NR,TOTAL,BG,,1983,134413
A,NR,TOTAL,BG,,1984,131322
A,NR,TOTAL,BG,,1985,132269
A,NR,TOTAL,BG,,1986,134964
A,NR,TOTAL,BG,,1987,134097
A,NR,TOTAL,BG,,1988,133147
A,NR,TOTAL,BG,,1989,132021
A,NR,TOTAL,BG,,1990,144644
A,NR,TOTAL,BG,,1991,138405
A,NR,TOTAL,BG,,1992,132087
A,NR,TOTAL,BG,,1993,106863
A,NR,TOTAL,BG,,1994,97567
A,NR,TOTAL,BG,,1995,97092
A,NR,TOTAL,BG,,1996,98490
A,NR,TOTAL,BG,,1999,72382
A,NR,TOTAL,BG,,2000,61378
A,NR,TOTAL,BG,,2001,51165
A,NR,TOTAL,BG,,2002,50824
A,NR,TOTAL,BG,,2003,48035
A,NR,TOTAL,BG,,2004,47223
A,NR,TOTAL,BG,,2005,41795
A,NR,TOTAL,BG,,2006,37272
A,NR,TOTAL,BG,,2007,37594
A,NR,TOTAL,BG,,2008,36593
A,NR,TOTAL,BG,,2009,33733
A,NR,TOTAL,BG,,2010,31548
A,NR,TOTAL,BG,,2011,31716
A,NR,TOTAL,BG,,2012,29992
A,NR,TOTAL,BG,,2013,29505
A,NR,TOTAL,BG,,2014,28145
A,NR,TOTAL,BG,,2015,27782
A,NR,TOTAL,BG,,2016,26412
A,NR,TOTAL,BG,,2017,24287
A,NR,TOTAL,BG,,2018,23437
A,NR,TOTAL,BG,,2019,21864
A,NR,TOTAL,BG,,2020,19328
A,NR,TOTAL,BG,,2021,19353
A,NR,TOTAL,BY,,2006,58516
A,NR,TOTAL,BY,,2007,46285
A,NR,TOTAL,BY,,2008,42197
A,NR,TOTAL,BY,,2009,35967
A,NR,TOTAL,BY,,2011,32031
A,NR,TOTAL,BY,,2012,28628
A,NR,TOTAL,BY,,2013,31206
A,NR,TOTAL,BY,,2014,29797
A,NR,TOTAL,BY,,2015,29217
A,NR,TOTAL,BY,,2016,27467
A,NR,TOTAL,BY,,2017,25249
A,NR,TOTAL,BY,,2018,23305
A,NR,TOTAL,CH,,2007,10035
A,NR,TOTAL,CH,,2008,10310
A,NR,TOTAL,CH,,2009,10137
A,NR,TOTAL,CH,,2010,10650
A,NR,TOTAL,CH,,2011,10694
A,NR,TOTAL,CH,,2012,10531
A,NR,TOTAL,CH,,2013,10137
A,NR,TOTAL,CH,,2014,9990
A,NR,TOTAL,CH,,2015,10054
A,NR,TOTAL,CH,,2016,10085
A,NR,TOTAL,CH,,2017,9863
A,NR,TOTAL,CH,,2018,10263
A,NR,TOTAL,CH,,2019,9069
A,NR,TOTAL,CH,,2020,10775
A,NR,TOTAL,CZ,,1960,67550
A,NR,TOTAL,CZ,,1961,70062
A,NR,TOTAL,CZ,,1962,66031
A,NR,TOTAL,CZ,,1963,51470
A,NR,TOTAL,CZ,,1964,51524
A,NR,TOTAL,CZ,,1965,58554
A,NR,TOTAL,CZ,,1966,65818
A,NR,TOTAL,CZ,,1967,69850
A,NR,TOTAL,CZ,,1968,72488
A,NR,TOTAL,CZ,,1969,74263
A,NR,TOTAL,CZ,,1970,71893
A,NR,TOTAL,CZ,,1971,68652
A,NR,TOTAL,CZ,,1972,65079
A,NR,TOTAL,CZ,,1973,55898
A,NR,TOTAL,CZ,,1974,56969
A,NR,TOTAL,CZ,,1975,55511
A,NR,TOTAL,CZ,,1976,56889
A,NR,TOTAL,CZ,,1977,61114
A,NR,TOTAL,CZ,,1978,63904
A,NR,TOTAL,CZ,,1979,64505
A,NR,TOTAL,CZ,,1980,68930
A,NR,TOTAL,CZ,,1981,71574
A,NR,TOTAL,CZ,,1982,74531
A,NR,TOTAL,CZ,,1983,75037
A,NR,TOTAL,CZ,,1984,79534
A,NR,TOTAL,CZ,,1985,83042
A,NR,TOTAL,CZ,,1986,83564
A,NR,TOTAL,CZ,,1987,109626
A,NR,TOTAL,CZ,,1988,113730
A,NR,TOTAL,CZ,,1989,111683
A,NR,TOTAL,CZ,,1990,111268
A,NR,TOTAL,CZ,,1991,106042
A,NR,TOTAL,CZ,,1992,94180
A,NR,TOTAL,CZ,,1993,70634
A,NR,TOTAL,CZ,,1994,54836
A,NR,TOTAL,CZ,,1995,49531
A,NR,TOTAL,CZ,,1996,48086
A,NR,TOTAL,CZ,,1997,45022
A,NR,TOTAL,CZ,,1998,42959
A,NR,TOTAL,CZ,,1999,39382
A,NR,TOTAL,CZ,,2000,34623
A,NR,TOTAL,CZ,,2001,32528
A,NR,TOTAL,CZ,,2002,31142
A,NR,TOTAL,CZ,,2003,29298
A,NR,TOTAL,CZ,,2004,27574
A,NR,TOTAL,CZ,,2005,26453
A,NR,TOTAL,CZ,,2006,25352
A,NR,TOTAL,CZ,,2007,25414
A,NR,TOTAL,CZ,,2008,25760
A,NR,TOTAL,CZ,,2009,24636
A,NR,TOTAL,CZ,,2010,23998
A,NR,TOTAL,CZ,,2011,24055
A,NR,TOTAL,CZ,,2012,23032
A,NR,TOTAL,CZ,,2013,22714
A,NR,TOTAL,CZ,,2014,21893
A,NR,TOTAL,CZ,,2015,20403
A,NR,TOTAL,CZ,,2016,20406
A,NR,TOTAL,CZ,,2017,19415
A,NR,TOTAL,CZ,,2018,18298
A,NR,TOTAL,CZ,,2019,17757
A,NR,TOTAL,CZ,,2020,16886
A,NR,TOTAL,CZ,,2021,15492
A,NR,TOTAL,CZ,,2022,16438
A,NR,TOTAL,CZ,,2023,15088
A,NR,TOTAL,DE,,1977,134454
A,NR,TOTAL,DE,,1978,152635
A,NR,TOTAL,DE,,1979,167923
A,NR,TOTAL,DE,,1980,179805
A,NR,TOTAL,DE,,1981,183090
A,NR,TOTAL,DE,,1982,187478
A,NR,TOTAL,DE,,1983,180625
A,NR,TOTAL,DE,,1984,178854
A,NR,TOTAL,DE,,1985,173792
A,NR,TOTAL,DE,,1986,169999
A,NR,TOTAL,DE,,1987,171222
A,NR,TOTAL,DE,,1988,164624
A,NR,TOTAL,DE,,1989,149196
A,NR,TOTAL,DE,,1990,145267
A,NR,TOTAL,DE,,1991,124377
A,NR,TOTAL,DE,,1992,118611
A,NR,TOTAL,DE,,1993,111236
A,NR,TOTAL,DE,,1994,103586
A,NR,TOTAL,DE,,1995,97937
A,NR,TOTAL,DE,,1996,130899
A,NR,TOTAL,DE,,1997,130890
A,NR,TOTAL,DE,,1999,130471
A,NR,TOTAL,DE,,2000,134609
A,NR,TOTAL,DE,,2001,134964
A,NR,TOTAL,DE,,2002,130387
A,NR,TOTAL,DE,,2003,128030
A,NR,TOTAL,DE,,2004,129650
A,NR,TOTAL,DE,,2005,124023
A,NR,TOTAL,DE,,2006,119710
A,NR,TOTAL,DE,,2007,116871
A,NR,TOTAL,DE,,2008,114484
A,NR,TOTAL,DE,,2009,110694
A,NR,TOTAL,DE,,2010,110431
A,NR,TOTAL,DE,,2011,108867
A,NR,TOTAL,DE,,2012,106815
A,NR,TOTAL,DE,,2014,99715
A,NR,TOTAL,DE,,2015,99237
A,NR,TOTAL,DE,,2016,98721
A,NR,TOTAL,DE,,2017,101209
A,NR,TOTAL,DE,,2018,100986
A,NR,TOTAL,DE,,2020,99948
A,NR,TOTAL,DE,,2022,103927
A,NR,TOTAL,DE,,2023,106218
A,NR,TOTAL,DE_TOT,,1999,130471
A,NR,TOTAL,DE_TOT,,2000,134609
A,NR,TOTAL,DE_TOT,,2001,134964
A,NR,TOTAL,DE_TOT,,2002,130387
A,NR,TOTAL,DE_TOT,,2003,128030
A,NR,TOTAL,DE_TOT,,2004,129650
A,NR,TOTAL,DE_TOT,,2005,124023
A,NR,TOTAL,DE_TOT,,2006,119710
A,NR,TOTAL,DE_TOT,,2007,116871
A,NR,TOTAL,DE_TOT,,2008,114484
A,NR,TOTAL,DE_TOT,,2009,110694
A,NR,TOTAL,DE_TOT,,2010,110431
A,NR,TOTAL,DE_TOT,,2011,108867
A,NR,TOTAL,DE_TOT,,2012,106815
A,NR,TOTAL,DE_TOT,,2013,102802
A,NR,TOTAL,DE_TOT,,2014,99715
A,NR,TOTAL,DE_TOT,,2015,99237
A,NR,TOTAL,DE_TOT,,2016,98721
A,NR,TOTAL,DE_TOT,,2017,101209
A,NR,TOTAL,DE_TOT,,2018,100986
A,NR,TOTAL,DE_TOT,,2023,106218
A,NR,TOTAL,DK,,1960,3918
A,NR,TOTAL,DK,,1961,4124
A,NR,TOTAL,DK,,1962,3996
A,NR,TOTAL,DK,,1963,3971
A,NR,TOTAL,DK,,1964,4527
A,NR,TOTAL,DK,,1965,5188
A,NR,TOTAL,DK,,1966,5726
A,NR,TOTAL,DK,,1967,6324
A,NR,TOTAL,DK,,1968,5986
A,NR,TOTAL,DK,,1969,7295
A,NR,TOTAL,DK,,1970,9375
A,NR,TOTAL,DK,,1971,11157
A,NR,TOTAL,DK,,1972,12985
A,NR,TOTAL,DK,,1973,16536
A,NR,TOTAL,DK,,1974,24868
A,NR,TOTAL,DK,,1975,27884
A,NR,TOTAL,DK,,1976,26842
A,NR,TOTAL,DK,,1977,25662
A,NR,TOTAL,DK,,1978,23699
A,NR,TOTAL,DK,,1979,23193
A,NR,TOTAL,DK,,1980,23334
A,NR,TOTAL,DK,,1981,22779
A,NR,TOTAL,DK,,1982,21462
A,NR,TOTAL,DK,,1983,20791
A,NR,TOTAL,DK,,1984,20742
A,NR,TOTAL,DK,,1985,19919
A,NR,TOTAL,DK,,1986,20067
A,NR,TOTAL,DK,,1987,20830
A,NR,TOTAL,DK,,1988,21199
A,NR,TOTAL,DK,,1989,21456
A,NR,TOTAL,DK,,1990,20589
A,NR,TOTAL,DK,,1991,19729
A,NR,TOTAL,DK,,1992,18833
A,NR,TOTAL,DK,,1993,18687
A,NR,TOTAL,DK,,1994,17598
A,NR,TOTAL,DK,,1995,17720
A,NR,TOTAL,DK,,1996,18135
A,NR,TOTAL,DK,,1997,17152
A,NR,TOTAL,DK,,1998,16592
A,NR,TOTAL,DK,,1999,16271
A,NR,TOTAL,DK,,2000,15665
A,NR,TOTAL,DK,,2001,15314
A,NR,TOTAL,DK,,2002,14991
A,NR,TOTAL,DK,,2003,15567
A,NR,TOTAL,DK,,2004,15231
A,NR,TOTAL,DK,,2005,15103
A,NR,TOTAL,DK,,2006,15053
A,NR,TOTAL,DK,,2013,15073
A,NR,TOTAL,DK,,2014,15097
A,NR,TOTAL,EE,,1965,40059
A,NR,TOTAL,EE,,1970,40663
A,NR,TOTAL,EE,,1975,38927
A,NR,TOTAL,EE,,1980,35497
A,NR,TOTAL,EE,,1984,33747
A,NR,TOTAL,EE,,1985,35652
A,NR,TOTAL,EE,,1986,35749
A,NR,TOTAL,EE,,1987,34713
A,NR,TOTAL,EE,,1988,30702
A,NR,TOTAL,EE,,1989,28216
A,NR,TOTAL,EE,,1990,29410
A,NR,TOTAL,EE,,1991,29406
A,NR,TOTAL,EE,,1992,28403
A,NR,TOTAL,EE,,1993,25587
A,NR,TOTAL,EE,,1994,22450
A,NR,TOTAL,EE,,1995,17671
A,NR,TOTAL,EE,,1996,16887
A,NR,TOTAL,EE,,1997,16615
A,NR,TOTAL,EE,,1998,15798
A,NR,TOTAL,EE,,1999,14503
A,NR,TOTAL,EE,,2007,8883
A,NR,TOTAL,EE,,2008,8409
A,NR,TOTAL,EE,,2009,7542
A,NR,TOTAL,EE,,2010,7068
A,NR,TOTAL,EE,,2011,6668
A,NR,TOTAL,EE,,2012,6056
A,NR,TOTAL,EE,,2013,5777
A,NR,TOTAL,EE,,2014,5154
A,NR,TOTAL,EE,,2015,4889
A,NR,TOTAL,EE,,2016,4475
A,NR,TOTAL,EE,,2017,3997
A,NR,TOTAL,EE,,2018,3800
A,NR,TOTAL,EE,,2019,3741
A,NR,TOTAL,EE,,2020,3455
A,NR,TOTAL,EE,,2021,3307
A,NR,TOTAL,EE,,2022,3386
A,NR,TOTAL,EE,,2023,3356
A,NR,TOTAL,EL,,1989,7388
A,NR,TOTAL,EL,,1990,10145
A,NR,TOTAL,EL,,1991,11109
A,NR,TOTAL,EL,,1992,11977
A,NR,TOTAL,EL,,1993,12289
A,NR,TOTAL,EL,,1994,12608
A,NR,TOTAL,EL,,1995,13532
A,NR,TOTAL,EL,,1996,12542
A,NR,TOTAL,EL,,1997,12853
A,NR,TOTAL,EL,,1998,11838
A,NR,TOTAL,EL,,1999,11824
A,NR,TOTAL,EL,,2000,18015
A,NR,TOTAL,EL,,2001,22223
A,NR,TOTAL,EL,,2002,16173
A,NR,TOTAL,EL,,2003,15782
A,NR,TOTAL,ES,,1987,16766
A,NR,TOTAL,ES,,1988,26069
A,NR,TOTAL,ES,,1989,30552
A,NR,TOTAL,ES,,1990,37231
A,NR,TOTAL,ES,,1991,41910
A,NR,TOTAL,ES,,1992,44962
A,NR,TOTAL,ES,,1993,45503
A,NR,TOTAL,ES,,1994,47832
A,NR,TOTAL,ES,,1995,49367
A,NR,TOTAL,ES,,1996,51002
A,NR,TOTAL,ES,,1997,49578
A,NR,TOTAL,ES,,1998,53847
A,NR,TOTAL,ES,,1999,58399
A,NR,TOTAL,ES,,2000,63756
A,NR,TOTAL,ES,,2001,69857
A,NR,TOTAL,ES,,2002,77125
A,NR,TOTAL,ES,,2003,79788
A,NR,TOTAL,ES,,2004,84985
A,NR,TOTAL,ES,,2005,91664
A,NR,TOTAL,ES,,2006,101592
A,NR,TOTAL,ES,,2007,112138
A,NR,TOTAL,ES,,2008,115812
A,NR,TOTAL,ES,,2009,111482
A,NR,TOTAL,ES,,2010,113031
A,NR,TOTAL,ES,,2011,118359
A,NR,TOTAL,ES,,2012,112390
A,NR,TOTAL,ES,,2013,108690
A,NR,TOTAL,ES,,2015,94188
A,NR,TOTAL,ES,,2017,94123
A,NR,TOTAL,ES,,2018,95917
A,NR,TOTAL,ES,,2019,99149
A,NR,TOTAL,ES,,2020,88269
A,NR,TOTAL,ES,,2021,90189
A,NR,TOTAL,ES,,2022,98316
A,NR,TOTAL,ES,,2023,101668
A,NR,TOTAL,FI,,1980,15037
A,NR,TOTAL,FI,,1982,13861
A,NR,TOTAL,FI,,1983,13360
A,NR,TOTAL,FI,,1984,13645
A,NR,TOTAL,FI,,1985,13833
A,NR,TOTAL,FI,,1986,13319
A,NR,TOTAL,FI,,1987,12995
A,NR,TOTAL,FI,,1988,12133
A,NR,TOTAL,FI,,1989,12658
A,NR,TOTAL,FI,,1990,12232
A,NR,TOTAL,FI,,1991,11747
A,NR,TOTAL,FI,,1992,11071
A,NR,TOTAL,FI,,1993,10342
A,NR,TOTAL,FI,,1994,10013
A,NR,TOTAL,FI,,1995,9884
A,NR,TOTAL,FI,,1996,10437
A,NR,TOTAL,FI,,1997,10238
A,NR,TOTAL,FI,,1998,10744
A,NR,TOTAL,FI,,1999,10819
A,NR,TOTAL,FI,,2000,10930
A,NR,TOTAL,FI,,2001,10699
A,NR,TOTAL,FI,,2002,10908
A,NR,TOTAL,FI,,2003,10744
A,NR,TOTAL,FI,,2004,11091
A,NR,TOTAL,FI,,2005,10931
A,NR,TOTAL,FI,,2006,10645
A,NR,TOTAL,FI,,2007,10533
A,NR,TOTAL,FI,,2008,10423
A,NR,TOTAL,FI,,2009,10427
A,NR,TOTAL,FI,,2010,10242
A,NR,TOTAL,FI,,2011,10491
A,NR,TOTAL,FI,,2012,10061
A,NR,TOTAL,FI,,2013,10120
A,NR,TOTAL,FI,,2014,9780
A,NR,TOTAL,FI,,2015,9441
A,NR,TOTAL,FI,,2016,9387
A,NR,TOTAL,FI,,2017,9332
A,NR,TOTAL,FI,,2018,8598
A,NR,TOTAL,FI,,2019,8707
A,NR,TOTAL,FI,,2020,8322
A,NR,TOTAL,FI,,2021,7540
A,NR,TOTAL,FI,,2022,7782
A,NR,TOTAL,FI,,2023,8207
A,NR,TOTAL,FR,,1990,205940
A,NR,TOTAL,FR,,1991,209093
A,NR,TOTAL,FR,,1992,201735
A,NR,TOTAL,FR,,1993,201267
A,NR,TOTAL,FR,,1994,200012
A,NR,TOTAL,FR,,1995,191392
A,NR,TOTAL,FR,,1996,200138
A,NR,TOTAL,FR,,1997,201760
A,NR,TOTAL,FR,,1998,208379
A,NR,TOTAL,FR,,1999,209991
A,NR,TOTAL,FR,,2001,214708
A,NR,TOTAL,FR,,2002,219216
A,NR,TOTAL,FR,,2003,215537
A,NR,TOTAL,FR,,2004,222883
A,NR,TOTAL,FR,,2005,218367
A,NR,TOTAL,FR,,2007,225741
A,NR,TOTAL,FR,,2014,227233
A,NR,TOTAL,FR,,2015,220439
A,NR,TOTAL,FR,,2016,216061
A,NR,TOTAL,FR,,2017,217818
A,NR,TOTAL,FR,,2018,225202
A,NR,TOTAL,FR,,2019,233253
A,NR,TOTAL,FR,b,2020,216067
A,NR,TOTAL,FR,,2021,216682
A,NR,TOTAL,FR,p,2022,233281
A,NR,TOTAL,FX,,1976,134173
A,NR,TOTAL,FX,,1977,150931
A,NR,TOTAL,FX,,1978,150417
A,NR,TOTAL,FX,,1979,156810
A,NR,TOTAL,FX,,1980,171218
A,NR,TOTAL,FX,,1981,180695
A,NR,TOTAL,FX,,1982,181122
A,NR,TOTAL,FX,,1983,182862
A,NR,TOTAL,FX,,1984,180789
A,NR,TOTAL,FX,,1985,173335
A,NR,TOTAL,FX,,1986,166797
A,NR,TOTAL,FX,,1987,162352
A,NR,TOTAL,FX,,1988,166510
A,NR,TOTAL,FX,,1989,163090
A,NR,TOTAL,FX,,1990,197063
A,NR,TOTAL,FX,,1991,199308
A,NR,TOTAL,FX,,1992,191883
A,NR,TOTAL,FX,,1993,190702
A,NR,TOTAL,FX,,1994,188841
A,NR,TOTAL,FX,,1995,191392
A,NR,TOTAL,FX,,1996,200138
A,NR,TOTAL,FX,,1997,188477
A,NR,TOTAL,FX,,1998,195368
A,NR,TOTAL,FX,,1999,196295
A,NR,TOTAL,FX,,2001,201434
A,NR,TOTAL,FX,,2002,204931
A,NR,TOTAL,FX,,2003,202594
A,NR,TOTAL,FX,,2004,209907
A,NR,TOTAL,FX,,2005,205392
A,NR,TOTAL,FX,,2007,212285
A,NR,TOTAL,GE,,2006,21204
A,NR,TOTAL,GE,,2007,20644
A,NR,TOTAL,GE,,2008,22062
A,NR,TOTAL,GE,,2009,24311
A,NR,TOTAL,GE,,2010,25585
A,NR,TOTAL,GE,,2011,30590
A,NR,TOTAL,GE,,2013,38018
A,NR,TOTAL,GE,,2015,33377
A,NR,TOTAL,GE,,2016,29641
A,NR,TOTAL,GE,,2017,24937
A,NR,TOTAL,GE,,2018,22733
A,NR,TOTAL,GE,,2020,19039
A,NR,TOTAL,GE,,2021,17774
A,NR,TOTAL,GE,,2022,16619
A,NR,TOTAL,GE,,2023,14884
A,NR,TOTAL,HR,,1965,33260
A,NR,TOTAL,HR,,1969,37119
A,NR,TOTAL,HR,,1970,38529
A,NR,TOTAL,HR,,1971,36575
A,NR,TOTAL,HR,,1972,37139
A,NR,TOTAL,HR,,1973,37493
A,NR,TOTAL,HR,,1974,39441
A,NR,TOTAL,HR,,1975,40870
A,NR,TOTAL,HR,,1976,41216
A,NR,TOTAL,HR,,1977,43789
A,NR,TOTAL,HR,,1978,42332
A,NR,TOTAL,HR,,1979,44567
A,NR,TOTAL,HR,,1980,47827
A,NR,TOTAL,HR,,1981,51975
A,NR,TOTAL,HR,,1982,51534
A,NR,TOTAL,HR,,1983,47996
A,NR,TOTAL,HR,,1984,48771
A,NR,TOTAL,HR,,1985,51549
A,NR,TOTAL,HR,,1986,50058
A,NR,TOTAL,HR,,1987,48608
A,NR,TOTAL,HR,,1988,42864
A,NR,TOTAL,HR,,1989,43233
A,NR,TOTAL,HR,,1990,38644
A,NR,TOTAL,HR,,1991,33351
A,NR,TOTAL,HR,,1992,26223
A,NR,TOTAL,HR,,1993,25179
A,NR,TOTAL,HR,,1994,19673
A,NR,TOTAL,HR,,1995,14282
A,NR,TOTAL,HR,,1996,12339
A,NR,TOTAL,HR,,1997,10036
A,NR,TOTAL,HR,,1998,8907
A,NR,TOTAL,HR,,1999,8064
A,NR,TOTAL,HR,,2000,7534
A,NR,TOTAL,HR,,2001,6574
A,NR,TOTAL,HR,,2002,6191
A,NR,TOTAL,HR,,2003,5923
A,NR,TOTAL,HR,,2004,5232
A,NR,TOTAL,HR,,2005,4563
A,NR,TOTAL,HR,,2006,4733
A,NR,TOTAL,HR,,2007,4573
A,NR,TOTAL,HR,,2008,4497
A,NR,TOTAL,HR,,2009,4450
A,NR,TOTAL,HR,,2010,3774
A,NR,TOTAL,HR,,2011,4347
A,NR,TOTAL,HR,,2012,3571
A,NR,TOTAL,HR,,2013,3161
A,NR,TOTAL,HR,,2014,3020
A,NR,TOTAL,HR,,2015,3002
A,NR,TOTAL,HR,,2016,2520
A,NR,TOTAL,HR,,2017,2416
A,NR,TOTAL,HR,,2018,2558
A,NR,TOTAL,HR,,2019,2703
A,NR,TOTAL,HR,,2020,2594
A,NR,TOTAL,HR,,2021,2671
A,NR,TOTAL,HR,,2022,3038
A,NR,TOTAL,HR,,2023,3015
A,NR,TOTAL,HU,,1960,162160
A,NR,TOTAL,HU,,1961,169992
A,NR,TOTAL,HU,,1962,163656
A,NR,TOTAL,HU,,1963,173835
A,NR,TOTAL,HU,,1964,184367
A,NR,TOTAL,HU,,1965,180269
A,NR,TOTAL,HU,,1966,186773
A,NR,TOTAL,HU,,1967,187527
A,NR,TOTAL,HU,,1968,201096
A,NR,TOTAL,HU,,1969,206817
A,NR,TOTAL,HU,,1970,192283
A,NR,TOTAL,HU,,1971,187425
A,NR,TOTAL,HU,,1972,179035
A,NR,TOTAL,HU,,1973,169650
A,NR,TOTAL,HU,,1974,102022
A,NR,TOTAL,HU,,1975,96212
A,NR,TOTAL,HU,,1976,94720
A,NR,TOTAL,HU,,1977,89096
A,NR,TOTAL,HU,,1978,83545
A,NR,TOTAL,HU,,1979,80767
A,NR,TOTAL,HU,,1980,80882
A,NR,TOTAL,HU,,1981,78421
A,NR,TOTAL,HU,,1982,78682
A,NR,TOTAL,HU,,1983,78599
A,NR,TOTAL,HU,,1984,82191
A,NR,TOTAL,HU,,1985,81970
A,NR,TOTAL,HU,,1986,83586
A,NR,TOTAL,HU,,1987,84547
A,NR,TOTAL,HU,,1988,87106
A,NR,TOTAL,HU,,1989,90508
A,NR,TOTAL,HU,,1990,90394
A,NR,TOTAL,HU,,1991,89931
A,NR,TOTAL,HU,,1992,87065
A,NR,TOTAL,HU,,1993,75258
A,NR,TOTAL,HU,,1994,74491
A,NR,TOTAL,HU,,1995,76957
A,NR,TOTAL,HU,,1996,76600
A,NR,TOTAL,HU,,1997,74564
A,NR,TOTAL,HU,,1998,68971
A,NR,TOTAL,HU,,1999,65981
A,NR,TOTAL,HU,,2000,59249
A,NR,TOTAL,HU,,2001,56404
A,NR,TOTAL,HU,,2002,56075
A,NR,TOTAL,HU,,2003,53789
A,NR,TOTAL,HU,,2004,52539
A,NR,TOTAL,HU,,2005,48689
A,NR,TOTAL,HU,,2006,46324
A,NR,TOTAL,HU,,2007,43870
A,NR,TOTAL,HU,,2008,44089
A,NR,TOTAL,HU,,2009,43181
A,NR,TOTAL,HU,,2010,40449
A,NR,TOTAL,HU,,2011,38443
A,NR,TOTAL,HU,,2012,36118
A,NR,TOTAL,HU,,2013,34891
A,NR,TOTAL,HU,,2014,32663
A,NR,TOTAL,HU,,2015,31176
A,NR,TOTAL,HU,,2016,30439
A,NR,TOTAL,HU,,2017,28496
A,NR,TOTAL,HU,,2018,26941
A,NR,TOTAL,HU,,2019,25783
